id,createdAt,updatedAt,url,type
nba/teams/1610612754,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/teams/1610612754.svg,LOGO
nba/teams/1610612750,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/teams/1610612750.svg,LOGO
nba/teams/1610612741,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/teams/1610612741.svg,LOGO
nba/teams/1610612761,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/teams/1610612761.svg,LOGO
nba/teams/1610612764,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/teams/1610612764.svg,LOGO
nba/teams/1610612759,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/teams/1610612759.svg,LOGO
nba/teams/1610612758,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/teams/1610612758.svg,LOGO
nba/teams/1610612762,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/teams/1610612762.svg,LOGO
nba/teams/1610612748,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/teams/1610612748.svg,LOGO
nba/teams/1610612757,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/teams/1610612757.svg,LOGO
nba/teams/1610612756,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/teams/1610612756.svg,LOGO
nba/teams/1610612763,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/teams/1610612763.svg,LOGO
nba/teams/1610612749,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/teams/1610612749.svg,LOGO
nba/teams/1610612760,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/teams/1610612760.svg,LOGO
nba/teams/1610612755,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/teams/1610612755.svg,LOGO
nba/teams/1610612752,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/teams/1610612752.svg,LOGO
nba/teams/1610612740,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/teams/1610612740.svg,LOGO
nba/teams/1610612746,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/teams/1610612746.svg,LOGO
nba/teams/1610612747,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/teams/1610612747.svg,LOGO
nba/teams/1610612753,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/teams/1610612753.svg,LOGO
nba/teams/1610612744,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/teams/1610612744.svg,LOGO
nba/teams/1610612743,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/teams/1610612743.svg,LOGO
nba/teams/1610612765,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/teams/1610612765.svg,LOGO
nba/teams/1610612745,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/teams/1610612745.svg,LOGO
nba/teams/1610612742,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/teams/1610612742.svg,LOGO
nba/teams/1610612751,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/teams/1610612751.svg,LOGO
nba/teams/1610612737,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/teams/1610612737.svg,LOGO
nba/teams/1610612738,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/teams/1610612738.svg,LOGO
nba/teams/1610612739,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/teams/1610612739.svg,LOGO
nba/teams/1610612766,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/teams/1610612766.svg,LOGO
nba/coaches/202979,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/coaches/202979.png,HEADSHOT
nba/coaches/1627590,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/coaches/1627590.png,HEADSHOT
nba/coaches/1628210,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/coaches/1628210.png,HEADSHOT
nba/coaches/1628765,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/coaches/1628765.png,HEADSHOT
nba/coaches/959,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/coaches/959.png,HEADSHOT
nba/coaches/1783,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/coaches/1783.png,HEADSHOT
nba/coaches/1627876,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/coaches/1627876.png,HEADSHOT
nba/coaches/1627877,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/coaches/1627877.png,HEADSHOT
nba/coaches/201168,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/coaches/201168.png,HEADSHOT
nba/coaches/203550,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/coaches/203550.png,HEADSHOT
nba/coaches/202435,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/coaches/202435.png,HEADSHOT
nba/coaches/203753,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/coaches/203753.png,HEADSHOT
nba/coaches/2472,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/coaches/2472.png,HEADSHOT
nba/coaches/101278,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/coaches/101278.png,HEADSHOT
nba/coaches/1627310,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/coaches/1627310.png,HEADSHOT
nba/coaches/1627604,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/coaches/1627604.png,HEADSHOT
nba/coaches/2511,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/coaches/2511.png,HEADSHOT
nba/coaches/202743,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/coaches/202743.png,HEADSHOT
nba/coaches/2394,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/coaches/2394.png,HEADSHOT
nba/coaches/2794,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/coaches/2794.png,HEADSHOT
nba/coaches/203811,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/coaches/203811.png,HEADSHOT
nba/coaches/204238,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/coaches/204238.png,HEADSHOT
nba/coaches/202599,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/coaches/202599.png,HEADSHOT
nba/coaches/1628782,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/coaches/1628782.png,HEADSHOT
nba/coaches/1628785,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/coaches/1628785.png,HEADSHOT
nba/coaches/2868,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/coaches/2868.png,HEADSHOT
nba/coaches/2871,Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),Sat Oct 09 2021 05:58:54 GMT-0400 (Eastern Daylight Time),https://res.cloudinary.com/dbc3x3s7c/image/upload/nba/coaches/2871.png,HEADSHOT
